StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.2,Q2.4,Q2.5_First Click,Q2.5_Last Click,Q2.5_Page Submit,Q2.5_Click Count,Q5.2,Q5.3,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7_First Click,Q6.7_Last Click,Q6.7_Page Submit,Q6.7_Click Count,Q7.2,Q7.3,Q8.2,Q8.3,Q8.4,Q8.5,Q8.6,Q8.7_First Click,Q8.7_Last Click,Q8.7_Page Submit,Q8.7_Click Count,Q9.2,Q9.3,Q10.2,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7_First Click,Q10.7_Last Click,Q10.7_Page Submit,Q10.7_Click Count,Q11.2,Q11.3,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7_First Click,Q12.7_Last Click,Q12.7_Page Submit,Q12.7_Click Count,QT.1,QT.2,QT.3,QT.4,QS.1,QS.2,QS.3,QS.4,QS.5,QS.6,QS.7,QS.8,QU.1,QU.2,QU.3,QU.4,QU.5,QU.6,QU.7,QU.8,QA.1,QA.2,QA.3,QA.4,PROLIFIC_PID,SESSION_ID,STUDY_ID
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Why is recidivism risk calculated?,The algorithm calculates the risk of recidivism for an individual by;,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Based on the data above, to which of these four categories do you think this individual belongs?",I feel confident in my prediction.,"Based on the graph above, which criteria do you believe impacted the AI towards this prediction? (Multiple answers possible)","From this explanation, I understand how the tool predicts high risk.",I trust the high risk prediction made by the artificial intelligence tool.,"Finally, to which of these four categories do you now think that this individual belongs?",I feel confident in my new prediction.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Based on the data above, to which of these four categories do you think this individual belongs?",I feel confident in my prediction.,"Based on the graph above, which criteria do you believe impacted the AI towards this prediction? (Multiple answers possible)","From this explanation, I understand how the tool predicts no risk.",I trust the no risk prediction made by the artificial intelligence tool.,"Finally, to which of these four categories do you now think that this individual belongs?",I feel confident in my new prediction.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Based on the data above, to which of these four categories do you think this individual belongs?",I feel confident in my prediction.,"Based on the graph above, which criteria do you believe impacted the AI towards this prediction? (Multiple answers possible)","From this explanation, I understand how the tool predicts medium risk.",I trust the medium risk prediction made by the artificial intelligence tool.,"Finally, you can reconsider your recidivism risk prediction after seeing the artificial intelligence prediction.",I feel confident in my new prediction.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Based on the data above, to which of these four categories do you think this individual belongs?",I feel confident in my prediction.,"Based on the graph above, which criteria do you believe impacted the AI towards this prediction? (Multiple answers possible)","From this explanation, I understand how the tool predicts low risk.",I trust the low risk prediction made by the artificial intelligence tool.,"Finally, to which of these four categories do you now think that this individual belongs?",I feel confident in my new prediction.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What is your confidence in the tool? Do you have a feeling of trust in it?,Are the actions of the tool predictable?,Is the tool reliable?,Is the tool efficient at what it does?,"From the explanation, I understand how the tool works.",This explanation of how the tool works is satisfying.,This explanation of how the tool work has sufficient detail.,This explanation of how the tool work seems complete.,This explanation of how the tool work tells me how to use it.,This explanation of how the tool work is useful to my goals.,This explanation of how the tool shows me how accurate the tool is,This explanation lets me judge when I should trust and not trust the tool.,The system uses appropriate methods to reach decisions.,The system has sound knowledge about this type of problem built into it.,The advice the system produce is as good as that which a highly competent person could produce.,The system makes use of all the knowledge and information available to it to produce its solution to the problem.,I know what will happen the next time I use the system because I understand how it behaves.,I understand how the system will assist me with decisions I have to make.,"Although I may not know exactly how the system works, I know how to use it to make decisions about the problem.",It is easy to follow what the system does.,"According to the four scenarios and the corresponding explanation you have seen, how does the artificial intelligence tool predicts?",What was good in the explanation? What was bad in the explanation?,The benefits of having an explanation are worth the time spend to understand it.,"Considering that I use the artificial intelligence tool system, I would like to see this kind of explanation included.",PROLIFIC_PID,SESSION_ID,STUDY_ID
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1211021115""}","{""ImportId"":""QID1211021114""}","{""ImportId"":""QID107_FIRST_CLICK""}","{""ImportId"":""QID107_LAST_CLICK""}","{""ImportId"":""QID107_PAGE_SUBMIT""}","{""ImportId"":""QID107_CLICK_COUNT""}","{""ImportId"":""QID1211021092""}","{""ImportId"":""QID1211021093""}","{""ImportId"":""QID1211021095""}","{""ImportId"":""QID1211021096""}","{""ImportId"":""QID1211021097""}","{""ImportId"":""QID1211021098""}","{""ImportId"":""QID1211021099""}","{""ImportId"":""QID108_FIRST_CLICK""}","{""ImportId"":""QID108_LAST_CLICK""}","{""ImportId"":""QID108_PAGE_SUBMIT""}","{""ImportId"":""QID108_CLICK_COUNT""}","{""ImportId"":""QID1211021108""}","{""ImportId"":""QID1211021100""}","{""ImportId"":""QID1211021129""}","{""ImportId"":""QID1211021130""}","{""ImportId"":""QID1211021131""}","{""ImportId"":""QID1211021132""}","{""ImportId"":""QID1211021133""}","{""ImportId"":""QID109_FIRST_CLICK""}","{""ImportId"":""QID109_LAST_CLICK""}","{""ImportId"":""QID109_PAGE_SUBMIT""}","{""ImportId"":""QID109_CLICK_COUNT""}","{""ImportId"":""QID1211021125""}","{""ImportId"":""QID1211021126""}","{""ImportId"":""QID1211021122""}","{""ImportId"":""QID1211021112""}","{""ImportId"":""QID1211021113""}","{""ImportId"":""QID1211021116""}","{""ImportId"":""QID1211021060""}","{""ImportId"":""QID110_FIRST_CLICK""}","{""ImportId"":""QID110_LAST_CLICK""}","{""ImportId"":""QID110_PAGE_SUBMIT""}","{""ImportId"":""QID110_CLICK_COUNT""}","{""ImportId"":""QID1211021084""}","{""ImportId"":""QID1211021085""}","{""ImportId"":""QID1211021123""}","{""ImportId"":""QID1211021087""}","{""ImportId"":""QID1211021088""}","{""ImportId"":""QID1211021089""}","{""ImportId"":""QID1211021090""}","{""ImportId"":""QID111_FIRST_CLICK""}","{""ImportId"":""QID111_LAST_CLICK""}","{""ImportId"":""QID111_PAGE_SUBMIT""}","{""ImportId"":""QID111_CLICK_COUNT""}","{""ImportId"":""QID1211021070""}","{""ImportId"":""QID1211021071""}","{""ImportId"":""QID1211021072""}","{""ImportId"":""QID1211021073""}","{""ImportId"":""QID1211021062""}","{""ImportId"":""QID1211021063""}","{""ImportId"":""QID1211021064""}","{""ImportId"":""QID1211021065""}","{""ImportId"":""QID1211021066""}","{""ImportId"":""QID1211021067""}","{""ImportId"":""QID1211021068""}","{""ImportId"":""QID1211021069""}","{""ImportId"":""QID1211021074""}","{""ImportId"":""QID1211021075""}","{""ImportId"":""QID1211021076""}","{""ImportId"":""QID1211021077""}","{""ImportId"":""QID1211021078""}","{""ImportId"":""QID1211021079""}","{""ImportId"":""QID1211021080""}","{""ImportId"":""QID1211021081""}","{""ImportId"":""QID1211021061_TEXT""}","{""ImportId"":""QID1211021110_TEXT""}","{""ImportId"":""QID1211021109""}","{""ImportId"":""QID1211021082""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""SESSION_ID""}","{""ImportId"":""STUDY_ID""}"
2023-03-13 10:50:45,2023-03-13 10:57:44,IP Address,85.1.98.141,100,418,True,2023-03-13 10:57:45,R_1GCatIaU58iU3lT,,,,,47.3661,8.5243,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,20.688,44.873,48.014,2,High risk,Somewhat agree,"Number of previous arrest,Description of the charge",Strongly agree,Strongly agree,High risk,Strongly agree,13.45,40.487,42.844,6,Low risk,Strongly agree,"Description of the charge,The degree of the charge",Somewhat agree,Neither agree nor disagree,Low risk,Strongly agree,8.133,18.325,19.031,6,Medium risk,Somewhat agree,"Number of juvenile major offenses,The degree of the charge",Somewhat agree,Somewhat agree,Medium risk,Somewhat agree,7.654,30.822,35.499,6,Low risk,Strongly agree,"Number of juvenile minor offenses,Number of previous arrest,The degree of the charge",Strongly agree,Strongly agree,Low risk,Strongly agree,5.655,17.43,18.456,7,6,5,6,6,I agree strongly,I agree somewhat,I agree somewhat,I agree somewhat,I'm neutral about it,I'm neutral about it,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I'm neutral about it,"using all information about the specific case and using the information of other prisoners, the tool makes the prediction","I am missing the human part of taking a decision ",Strongly agree,Agree,61556af8fbf2d45647dde624,640f5454df0a7b4597551b58,63dce06aec9a4e8b3d830b47
2023-03-13 10:48:59,2023-03-13 10:58:51,IP Address,193.61.76.30,100,591,True,2023-03-13 10:58:52,R_6GbJlpdbxUb9y7v,,,,,51.5026,-0.066,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,86.199,112.163,113.272,2,High risk,Strongly agree,"Age,Number of previous arrest",Somewhat disagree,Strongly agree,High risk,Strongly agree,8.189,15.724,16.062,8,Low risk,Somewhat agree,Number of previous arrest,Somewhat agree,Somewhat agree,No risk,Neither agree nor disagree,3.906,10.624,11.647,7,Medium risk,Somewhat agree,Number of previous arrest,Strongly agree,Somewhat agree,Medium risk,Strongly agree,11.076,21.389,21.911,6,Medium risk,Somewhat agree,Number of previous arrest,Strongly disagree,Somewhat disagree,Medium risk,Somewhat agree,2.615,14.75,15.269,7,5,5,4,6,I agree somewhat,I disagree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree strongly,I disagree somewhat,I agree somewhat,I disagree somewhat,I agree somewhat,I disagree somewhat,I agree strongly,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,"From comparing to characteristics from previous databases, mainly from looking at number of previous arrests",Good at telling us what it was doing but maybe give more information on which specific characteristics had the most weighting,Agree,Agree,63287ca99005ae9738a9077e,640f53f670d8028fe42ef291,63dce06aec9a4e8b3d830b47
2023-03-13 10:51:09,2023-03-13 10:59:16,IP Address,102.221.220.92,100,486,True,2023-03-13 10:59:16,R_2uR2FbPWFhhH1qA,,,,,-23.8287,30.1672,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,24.033,79.685,81.18,6,High risk,Strongly agree,"Number of  juvenile minor offenses,Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Strongly agree,High risk,Strongly agree,0.949,29.69,30.788,18,Low risk,Strongly agree,"Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Neither agree nor disagree,Low risk,Strongly agree,11.712,49.253,50.555,15,High risk,Strongly agree,"Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest,Description of the charge,The degree of the charge",Strongly disagree,Strongly disagree,High risk,Strongly agree,3.849,20.8,22.091,14,Medium risk,Strongly agree,"Description of the charge,The degree of the charge",Strongly disagree,Strongly disagree,Medium risk,Strongly agree,3.86,22.329,23.285,11,5,5,4,5,I agree strongly,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,by gathering information about the offenders past offences,it directly indicates how it is used and it was a good explanation,Strongly agree,Strongly agree,60e6ef8774e5f076009cbab8,640f54737c1a93211cc7bde5,63dce06aec9a4e8b3d830b47
2023-03-13 10:52:23,2023-03-13 10:59:29,IP Address,24.209.255.61,100,425,True,2023-03-13 10:59:29,R_3MK9m1SsEui8Cvq,,,,,39.4944,-87.3906,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,12.4,33.096,34.104,9,High risk,Strongly agree,"Age,Number of previous arrest",Strongly agree,Strongly agree,High risk,Strongly agree,0.582,11.439,11.853,14,Low risk,Somewhat agree,"Number of juvenile minor offenses,Number of previous arrest,Description of the charge",Strongly agree,Somewhat agree,Low risk,Strongly agree,1.778,26.024,26.404,18,Medium risk,Somewhat agree,"Gender,Race,Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Somewhat agree,Medium risk,Strongly agree,1.847,91.465,92.101,37,High risk,Strongly agree,"Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest",Somewhat agree,Somewhat disagree,High risk,Somewhat agree,3.837,23.51,23.902,19,5,6,5,6,I agree strongly,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree strongly,I disagree somewhat,I agree somewhat,I agree strongly,I agree somewhat,I agree strongly,I agree strongly,I agree somewhat,I agree strongly,I agree strongly,I agree strongly,"It predicts primarily based on number of previous offenses and juvenile offenses, as well as whether it's a major charge.",I thought the explanation was fine.,Strongly agree,Strongly agree,633a1952eb49d5caf1a9a176,640f54b36450951d2135dc4b,63dce06aec9a4e8b3d830b47
2023-03-13 10:51:20,2023-03-13 11:00:04,IP Address,188.251.223.171,100,523,True,2023-03-13 11:00:05,R_1rjhhT884l0CwZ7,,,,,41.0264,-8.5758,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,36.572,70.331,74.203,3,High risk,Somewhat agree,Number of previous arrest,Strongly agree,Somewhat agree,High risk,Somewhat agree,7.288,22.784,23.368,7,Low risk,Somewhat agree,Number of previous arrest,Somewhat agree,Somewhat disagree,Low risk,Neither agree nor disagree,8.395,26.593,27.797,6,Medium risk,Somewhat agree,"Number of previous arrest,Description of the charge",Strongly agree,Somewhat agree,Medium risk,Somewhat agree,10.757,42.628,45.057,6,Medium risk,Somewhat agree,"Number of juvenile minor offenses,Number of previous arrest",Somewhat agree,Somewhat agree,Low risk,Somewhat agree,8.853,25.276,26.465,7,5,7. It is completely predictable.,5,4,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree somewhat,I agree strongly,I agree somewhat,I agree somewhat,I agree somewhat,I disagree somewhat,I agree strongly,I agree somewhat,I agree strongly,I agree somewhat,I agree somewhat,"It seems to mostly predict based on previous offenses, the degree of the charge and maybe age.","It was pretty clear to me, nothing really stood out as bad in my opinion. I feel like the tool just lacked context.",Agree,Strongly agree,60e8eaa395eb761a923b2fa6,640f53ae8635b468c0c28ac2,63dce06aec9a4e8b3d830b47
2023-03-13 10:48:20,2023-03-13 11:00:59,IP Address,83.29.220.9,100,759,True,2023-03-13 11:01:00,R_3e4W1F1XN7dnU2x,,,,,51.1043,17.0335,anonymous,EN,To prove that a judgement is fair.,Comparing a prisoner's information with prior observations.,6.154,94.574,95.46,7,High risk,Somewhat agree,"Gender,Number of  juvenile minor offenses,Number of previous arrest,Description of the charge",Somewhat agree,Somewhat agree,High risk,Somewhat agree,5.59,35.008,35.616,8,Medium risk,Somewhat agree,"Age,Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest,The degree of the charge",Somewhat agree,Strongly disagree,Medium risk,Somewhat agree,14.262,32.691,33.125,12,Low risk,Somewhat agree,"Gender,Age,Race,Number of previous arrest,Description of the charge",Somewhat disagree,Somewhat disagree,Low risk,Somewhat agree,6.766,36.493,36.968,9,Medium risk,Somewhat agree,"Age,Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest",Somewhat agree,Strongly disagree,Medium risk,Somewhat agree,52.372,89.653,93.418,8,3,6,2,4,I agree strongly,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I'm neutral about it,I disagree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I'm neutral about it,I agree somewhat,I agree strongly,I agree strongly,I agree somewhat,I agree somewhat,"The AI tool only makes predictions based on the hard data that has been given to it, which is not a bad thing. After seeing a few answers from the AI, the predictability of its predictions is getting higher, but based on what the AI got - its predictions are the most fair.","There was probably nothing wrong with the explanations, it was good to show what information the AI tool uses.",Agree,Strongly agree,611e37dd851faad45ae5c751,640f53c65e46ded60f9baac1,63dce06aec9a4e8b3d830b47
2023-03-13 10:51:48,2023-03-13 11:01:25,IP Address,89.64.2.78,100,576,True,2023-03-13 11:01:25,R_Tjt4rs5Jd5nm3n3,,,,,51.1043,17.0335,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,26.624,69.856,72.606,9,High risk,Somewhat agree,"Age,Number of juvenile major offenses,Number of  juvenile minor offenses,Number of previous arrest",Strongly agree,Strongly agree,High risk,Strongly agree,2.351,23.834,24.391,22,Low risk,Neither agree nor disagree,"Number of juvenile minor offenses,Number of previous arrest,Description of the charge",Somewhat agree,Somewhat agree,No risk,Neither agree nor disagree,2.33,22.42,23.03,16,Medium risk,Somewhat agree,"Gender,Race,Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Strongly agree,Medium risk,Strongly agree,1.991,40.07,40.488,27,Medium risk,Neither agree nor disagree,"Age,Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest",Somewhat agree,Somewhat agree,Low risk,Somewhat agree,1.96,46.947,47.44,20,5,6,4,5,I agree somewhat,I agree strongly,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I agree strongly,I agree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,Based on data collected across other exaples and gathering te mean % fitting the description and comparison to choose the most fitting option.,"Not sure why all 4 had difference in the objectives that determined the outcome they all sould be taken into consideration. The visual factor showing why it chose this option was good. ",Strongly agree,Strongly agree,604aa8ca363b8eb1f6ff03cd,640f54867c1a93211cc7bde8,63dce06aec9a4e8b3d830b47
2023-03-13 10:51:18,2023-03-13 11:01:28,IP Address,193.136.119.253,100,610,True,2023-03-13 11:01:29,R_1eWNATXG3zwcc5f,,,,,38.731,-9.1373,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,41.199,65.138,69.665,2,High risk,Strongly agree,"Age,Number of previous arrest",Strongly agree,Strongly agree,High risk,Strongly agree,12.715,208.2,209.498,7,Low risk,Strongly agree,"Number of juvenile minor offenses,Number of previous arrest,Description of the charge",Somewhat agree,Neither agree nor disagree,Low risk,Strongly agree,7.377,19.871,20.711,7,Medium risk,Strongly agree,"Gender,Race,Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Strongly agree,Medium risk,Strongly agree,9.447,31.687,32.755,9,High risk,Strongly agree,"Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest",Somewhat disagree,Somewhat disagree,Medium risk,Strongly agree,5.084,24.901,25.784,9,5,6,5,6,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I disagree somewhat,I disagree somewhat,I'm neutral about it,I disagree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,"Based on other cases, it sees the information on the prior prisoners and what they did, and how many years they got, etc. And judges the new ones on that.",the explanation was good.,Agree,Agree,61558ef1d8a8f16a614af29c,640f54842299ca8a7177543a,63dce06aec9a4e8b3d830b47
