StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.2,Q2.4,Q2.5_First Click,Q2.5_Last Click,Q2.5_Page Submit,Q2.5_Click Count,Q5.2,Q5.3,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7_First Click,Q6.7_Last Click,Q6.7_Page Submit,Q6.7_Click Count,Q7.2,Q7.3,Q8.2,Q8.3,Q8.4,Q8.5,Q8.6,Q8.7_First Click,Q8.7_Last Click,Q8.7_Page Submit,Q8.7_Click Count,Q9.2,Q9.3,Q10.2,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7_First Click,Q10.7_Last Click,Q10.7_Page Submit,Q10.7_Click Count,Q11.2,Q11.3,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7_First Click,Q12.7_Last Click,Q12.7_Page Submit,Q12.7_Click Count,QT.1,QT.2,QT.3,QT.4,QS.1,QS.2,QS.3,QS.4,QS.5,QS.6,QS.7,QS.8,QU.1,QU.2,QU.3,QU.4,QU.5,QU.6,QU.7,QU.8,QA.1,QA.2,QA.3,QA.4,PROLIFIC_PID,STUDY_ID,SESSION_ID
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,How is Body Mass Index calculated?,The algorithm calculates the risk of obesity for an individual by;,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Based on the data above, to which of these four categories do you think this individual belongs?",I feel confident in my prediction.,"Based on the graph above, which criteria do you believe impacted the AI towards this prediction? (Multiple answers possible)","From this explanation, I understand how the tool predicts healthy.",I trust the healthy prediction made by the artificial intelligence tool.,"Finally, you can reconsider your obesity risk prediction after seeing the artificial intelligence prediction.",I feel confident in my new prediction.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Based on the data above, to which of these four categories do you think this individual belongs?",I feel confident in my prediction.,"Based on the graph above, which criteria do you believe impacted the AI towards this prediction? (Multiple answers possible)","From this explanation, I understand how the tool predicts overweight.",I trust the overweight prediction made by the artificial intelligence tool.,"Finally, to which of these four categories do you now think that this individual belongs?",I feel confident in my new prediction.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Based on the data above, to which of these four categories do you think this individual belongs?",I feel confident in my prediction.,"Based on the graph above, which criteria do you believe impacted the AI towards this prediction? (Multiple answers possible)","From this explanation, I understand how the tool predicts obesity.",I trust the obesity prediction made by the artificial intelligence tool.,"Finally, to which of these four categories do you now think that this individual belongs?",I feel confident in my new prediction.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Based on the data above, to which of these four categories do you think this individual belongs?",I feel confident in my prediction.,"Based on the graph above, which criteria do you believe impacted the AI towards this prediction? (Multiple answers possible)","From this explanation, I understand how the tool predicts underweight.",I trust the underweight prediction made by the artificial intelligence tool.,"Finally, you can reconsider your obesity risk prediction after seeing the artificial intelligence prediction.",I feel confident in my new prediction.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What is your confidence in the tool? Do you have a feeling of trust in it?,Are the actions of the tool predictable?,Is the tool reliable?,Is the tool efficient at what it does?,"From the explanation, I understand how the tool works.",This explanation of how the tool works is satisfying.,This explanation of how the tool work has sufficient detail.,This explanation of how the tool work seems complete.,This explanation of how the tool work tells me how to use it.,This explanation of how the tool work is useful to my goals.,This explanation of how the tool shows me how accurate the tool is,This explanation lets me judge when I should trust and not trust the tool.,The system uses appropriate methods to reach decisions.,The system has sound knowledge about this type of problem built into it.,The advice the system produce is as good as that which a highly competent person could produce.,The system makes use of all the knowledge and information available to it to produce its solution to the problem.,I know what will happen the next time I use the system because I understand how it behaves.,I understand how the system will assist me with decisions I have to make.,"Although I may not know exactly how the system works, I know how to use it to make decisions about the problem.",It is easy to follow what the system does.,"According to the four scenarios and the corresponding explanation you have seen, how does the artificial intelligence tool predicts?",What was good in the explanation? What was bad in the explanation?,The benefits of having an explanation are worth the time spend to understand it.,"Considering that I use the artificial intelligence tool system, I would like to see this kind of explanation included.",PROLIFIC_PID,STUDY_ID,SESSION_ID
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1211020926""}","{""ImportId"":""QID1211020925""}","{""ImportId"":""QID105_FIRST_CLICK""}","{""ImportId"":""QID105_LAST_CLICK""}","{""ImportId"":""QID105_PAGE_SUBMIT""}","{""ImportId"":""QID105_CLICK_COUNT""}","{""ImportId"":""QID1211020919""}","{""ImportId"":""QID1211020911""}","{""ImportId"":""QID1211020870""}","{""ImportId"":""QID1211020923""}","{""ImportId"":""QID1211020924""}","{""ImportId"":""QID1211020927""}","{""ImportId"":""QID1211020869""}","{""ImportId"":""QID106_FIRST_CLICK""}","{""ImportId"":""QID106_LAST_CLICK""}","{""ImportId"":""QID106_PAGE_SUBMIT""}","{""ImportId"":""QID106_CLICK_COUNT""}","{""ImportId"":""QID1211020894""}","{""ImportId"":""QID1211020895""}","{""ImportId"":""QID1211020897""}","{""ImportId"":""QID1211020898""}","{""ImportId"":""QID1211020899""}","{""ImportId"":""QID1211020900""}","{""ImportId"":""QID1211020901""}","{""ImportId"":""QID107_FIRST_CLICK""}","{""ImportId"":""QID107_LAST_CLICK""}","{""ImportId"":""QID107_PAGE_SUBMIT""}","{""ImportId"":""QID107_CLICK_COUNT""}","{""ImportId"":""QID1211020903""}","{""ImportId"":""QID1211020904""}","{""ImportId"":""QID1211020906""}","{""ImportId"":""QID1211020907""}","{""ImportId"":""QID1211020908""}","{""ImportId"":""QID1211020909""}","{""ImportId"":""QID1211020910""}","{""ImportId"":""QID108_FIRST_CLICK""}","{""ImportId"":""QID108_LAST_CLICK""}","{""ImportId"":""QID108_PAGE_SUBMIT""}","{""ImportId"":""QID108_CLICK_COUNT""}","{""ImportId"":""QID1211020934""}","{""ImportId"":""QID1211020935""}","{""ImportId"":""QID1211020938""}","{""ImportId"":""QID1211020939""}","{""ImportId"":""QID1211020940""}","{""ImportId"":""QID1211020941""}","{""ImportId"":""QID1211020942""}","{""ImportId"":""QID109_FIRST_CLICK""}","{""ImportId"":""QID109_LAST_CLICK""}","{""ImportId"":""QID109_PAGE_SUBMIT""}","{""ImportId"":""QID109_CLICK_COUNT""}","{""ImportId"":""QID1211020880""}","{""ImportId"":""QID1211020881""}","{""ImportId"":""QID1211020882""}","{""ImportId"":""QID1211020883""}","{""ImportId"":""QID1211020872""}","{""ImportId"":""QID1211020873""}","{""ImportId"":""QID1211020874""}","{""ImportId"":""QID1211020875""}","{""ImportId"":""QID1211020876""}","{""ImportId"":""QID1211020877""}","{""ImportId"":""QID1211020878""}","{""ImportId"":""QID1211020879""}","{""ImportId"":""QID1211020884""}","{""ImportId"":""QID1211020885""}","{""ImportId"":""QID1211020886""}","{""ImportId"":""QID1211020887""}","{""ImportId"":""QID1211020888""}","{""ImportId"":""QID1211020889""}","{""ImportId"":""QID1211020890""}","{""ImportId"":""QID1211020891""}","{""ImportId"":""QID1211020871_TEXT""}","{""ImportId"":""QID1211020921_TEXT""}","{""ImportId"":""QID1211020920""}","{""ImportId"":""QID1211020892""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""STUDY_ID""}","{""ImportId"":""SESSION_ID""}"
2023-03-13 04:38:01,2023-03-13 04:45:31,IP Address,86.17.168.83,100,449,True,2023-03-13 04:45:31,R_3EfMobpR2jRa9bo,,,,,51.4566,-0.968,anonymous,EN,Based on weight and height,Comparing an individual's information with prior observations.,4.927,33.109,40.812,6,Healthy,Somewhat agree,"Frequent consumption of high caloric food,Frequency of consumption of vegetables,Smoke,Consumption of daily water",Somewhat agree,Somewhat agree,Healthy,Somewhat agree,4.82,55.121,55.648,22,Overweight,Neither agree nor disagree,"Family member has overweight,Frequent consumption of high caloric food,Calories consumption monitoring,Physical activity frequency,Time using technology devices",Somewhat agree,Somewhat agree,Overweight,Somewhat agree,1.197,25.946,26.625,22,Healthy,Somewhat agree,"Family member has overweight,Frequent consumption of high caloric food,Calories consumption monitoring,Physical activity frequency",Somewhat agree,Somewhat agree,Overweight,Somewhat agree,1.732,38.964,39.509,22,Healthy,Somewhat agree,"Frequent consumption of high caloric food,Physical activity frequency",Neither agree nor disagree,Neither agree nor disagree,Healthy,Somewhat agree,0.993,30.754,31.199,13,5,4,5,4,I agree somewhat,I agree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I'm neutral about it,I'm neutral about it,I disagree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I agree somewhat,It rates each of the answers as to risk factors for obesity,"Good - says what categories would say to change, bad - doesn’t always seem like the factors would be as important in changing the risk as I would asses",Somewhat agree,Agree,614c3f9266b8501786b3a24b,63dcdcdc1a072c876749c60a,640efd03e5d0bb3edb01930c
2023-03-13 04:38:07,2023-03-13 04:46:43,IP Address,212.180.177.145,100,516,True,2023-03-13 04:46:44,R_sFgLtj3loq8vBlf,,,,,52.2296,21.0067,anonymous,EN,Based on weight and height,Analyzing the individual's aura and determining if it contains any indicators of obesity risk.,6.707,83.658,85.064,5,Healthy,Somewhat agree,"Gender,Height,Family member has overweight,Frequent consumption of high caloric food,Number of main meals,Physical activity frequency",Strongly agree,Strongly agree,Healthy,Strongly agree,9.629,41.728,42.689,15,Obesity,Somewhat agree,"Gender,Height,Family member has overweight,Frequent consumption of high caloric food,Number of main meals,Consumption of food between meals,Calories consumption monitoring,Physical activity frequency",Somewhat agree,Somewhat agree,Overweight,Strongly agree,9.004,34.704,36.237,17,Overweight,Somewhat agree,"Height,Family member has overweight,Frequent consumption of high caloric food,Number of main meals,Consumption of food between meals,Physical activity frequency,Consumption of alcohol,Transportation used",Somewhat agree,Somewhat agree,Obesity,Strongly agree,15.795,44.099,45.28,18,Healthy,Somewhat agree,"Height,Family member has overweight,Frequent consumption of high caloric food,Consumption of food between meals,Physical activity frequency",Somewhat agree,Somewhat agree,Underweight,Strongly agree,11.456,36.58,37.649,18,3,5,4,4,I agree somewhat,I'm neutral about it,I'm neutral about it,I agree somewhat,I disagree somewhat,I disagree somewhat,I'm neutral about it,I agree somewhat,I'm neutral about it,I agree somewhat,I disagree somewhat,I disagree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,in a predictable way,50/50,Agree,Agree,60d33e3f6d4471d9e5dc22ab,63dcdcdc1a072c876749c60a,640efd0cf211ff0f2b646a75
2023-03-13 04:38:19,2023-03-13 04:47:56,IP Address,109.158.155.203,100,577,True,2023-03-13 04:47:57,R_yydET1xe0pOjBHr,,,,,52.2156,1.2389,anonymous,EN,Based on weight and height,Comparing an individual's information with prior observations.,10.424,67.255,68.571,5,Underweight,Somewhat agree,"Age,Family member has overweight,Frequent consumption of high caloric food,Number of main meals,Consumption of food between meals,Smoke,Time using technology devices,Consumption of alcohol",Strongly agree,Strongly agree,Underweight,Strongly agree,6.221,28.169,29.364,18,Overweight,Strongly agree,"Gender,Age,Frequent consumption of high caloric food,Frequency of consumption of vegetables,Number of main meals,Smoke,Physical activity frequency,Time using technology devices,Consumption of alcohol,Transportation used",Strongly agree,Somewhat agree,Healthy,Somewhat agree,10.925,47.751,49.064,20,Obesity,Strongly agree,"Age,Family member has overweight,Frequent consumption of high caloric food,Frequency of consumption of vegetables,Consumption of food between meals,Smoke,Physical activity frequency,Time using technology devices,Consumption of alcohol",Somewhat agree,Somewhat agree,Underweight,Somewhat agree,4.397,31.089,32.268,19,Healthy,Strongly agree,"Frequent consumption of high caloric food,Frequency of consumption of vegetables,Number of main meals,Physical activity frequency,Consumption of alcohol",Somewhat agree,Neither agree nor disagree,Underweight,Somewhat agree,1.263,36.386,37.467,16,4,3,3,3,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I disagree somewhat,I'm neutral about it,I agree strongly,I agree somewhat,I'm neutral about it,I'm neutral about it,I disagree somewhat,I'm neutral about it,I'm neutral about it,I agree somewhat,I agree somewhat,Analysing previous data and comparionf the data with the new data and then making decisions.,Explanation was ok. Simple things are great because most people will understand it. Complicated things seem to not work with masses,Somewhat agree,Strongly agree,5eafcba60746b6000822df5c,63dcdcdc1a072c876749c60a,640efd134b14fc70fc06d85d
2023-03-13 04:39:29,2023-03-13 04:48:39,IP Address,41.193.74.145,100,550,True,2023-03-13 04:48:40,R_1jfCU2LIfcBMHkr,,,,,-26.3811,27.8376,anonymous,EN,Based on weight and height,Comparing an individual's information with prior observations.,19.181,156.445,158.161,5,Healthy,Somewhat agree,"Consumption of daily water,Physical activity frequency",Somewhat agree,Somewhat agree,Healthy,Strongly agree,6.601,17.132,17.955,7,Overweight,Somewhat agree,Physical activity frequency,Somewhat agree,Somewhat agree,Overweight,Somewhat agree,7.725,24.042,25.028,5,Obesity,Somewhat agree,"Consumption of daily water,Calories consumption monitoring,Physical activity frequency",Somewhat agree,Neither agree nor disagree,Obesity,Strongly agree,6.275,17.964,18.735,7,Healthy,Somewhat agree,"Height,Consumption of daily water",Somewhat agree,Neither agree nor disagree,Underweight,Somewhat agree,22.092,47.649,48.432,6,6,7. It is completely predictable.,6,6,I agree strongly,I agree strongly,I agree strongly,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I'm neutral about it,I'm neutral about it,I agree somewhat,I agree somewhat,I agree somewhat,I'm neutral about it,It uses data captured by the individual to test whether the person lives a healthy life,"Everything was good as it broke down everything properly, nothing was bad according to me",Strongly agree,Strongly agree,616712925638d63cf3891325,63dcdcdc1a072c876749c60a,640efd5b010f5a371b480555
2023-03-13 04:39:22,2023-03-13 04:49:06,IP Address,91.228.138.170,100,583,True,2023-03-13 04:49:06,R_2trLEk73YCp6ULQ,,,,,52.2295,19.3552,anonymous,EN,Based on weight and height,Comparing an individual's information with prior observations.,12.554,50.001,50.975,3,Healthy,Somewhat agree,"Frequent consumption of high caloric food,Physical activity frequency",Strongly agree,Strongly agree,Healthy,Strongly agree,9.416,31.04,31.701,6,Overweight,Somewhat agree,Physical activity frequency,Somewhat agree,Somewhat agree,Overweight,Strongly agree,28.258,55.33,56.366,10,Overweight,Somewhat agree,"Family member has overweight,Physical activity frequency",Strongly agree,Somewhat agree,Obesity,Somewhat agree,9.977,34.68,35.332,7,Healthy,Strongly agree,"Family member has overweight,Physical activity frequency",Somewhat agree,Somewhat disagree,Healthy,Somewhat agree,9.614,27.638,28.186,6,3,6,3,3,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I disagree strongly,I agree somewhat,I agree strongly,I disagree somewhat,I disagree somewhat,I disagree strongly,I disagree somewhat,I agree strongly,I agree somewhat,I'm neutral about it,I agree strongly,Using two of the most important factors to predict someone's weight (family history with obesity and frequency of training).,"The explanation was accurate, I don't find anything bad about it.",Somewhat agree,Somewhat agree,5c015e694e1b7b00016a3034,63dcdcdc1a072c876749c60a,640efd44f99de1ff77ee4fb8
2023-03-13 04:38:49,2023-03-13 04:50:02,IP Address,194.65.49.212,100,673,True,2023-03-13 04:50:03,R_1FaBy1fRlnPB3jF,,,,,37.7392,-25.6617,anonymous,EN,Based on weight and height,Comparing an individual's information with prior observations.,15.379,68.811,70.489,2,Healthy,Strongly agree,"Frequent consumption of high caloric food,Frequency of consumption of vegetables,Calories consumption monitoring,Physical activity frequency",Somewhat agree,Somewhat agree,Healthy,Strongly agree,22.367,56.127,56.595,9,Obesity,Strongly agree,"Height,Family member has overweight,Frequent consumption of high caloric food,Consumption of food between meals,Physical activity frequency,Time using technology devices",Somewhat agree,Somewhat agree,Overweight,Somewhat agree,14.051,51.018,51.655,11,Overweight,Somewhat agree,"Height,Family member has overweight,Frequent consumption of high caloric food,Consumption of food between meals,Calories consumption monitoring,Physical activity frequency",Somewhat agree,Somewhat agree,Obesity,Strongly agree,34.636,72.46,73.048,10,Healthy,Strongly agree,"Family member has overweight,Frequent consumption of high caloric food,Consumption of food between meals,Calories consumption monitoring,Physical activity frequency,Time using technology devices",Somewhat agree,Neither agree nor disagree,Underweight,Somewhat agree,12.091,40.179,40.807,10,4,3,4,4,I agree somewhat,I agree somewhat,I disagree somewhat,I disagree somewhat,I'm neutral about it,I agree somewhat,I disagree somewhat,I'm neutral about it,I disagree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I'm neutral about it,Analyzes some information and compares it with other situations,Good - It gave examples; Bad - Lacks more explanation,Somewhat agree,Agree,60d1b4055074bbd5cb905050,63dcdcdc1a072c876749c60a,640efd2ea65a2e4314223dea
2023-03-13 04:38:18,2023-03-13 04:51:22,IP Address,94.61.169.46,100,783,True,2023-03-13 04:51:23,R_1fZQapAbfIEjgZi,,,,,40.2057,-8.4213,anonymous,EN,Based on weight and height,Comparing an individual's information with prior observations.,15.463,44.541,45.57,2,Overweight,Somewhat agree,Physical activity frequency,Neither agree nor disagree,Neither agree nor disagree,Healthy,Somewhat disagree,6.627,35.82,36.768,6,Overweight,Neither agree nor disagree,Physical activity frequency,Somewhat agree,Somewhat agree,Overweight,Somewhat agree,35.642,42.194,42.781,5,Overweight,Somewhat agree,Family member has overweight,Somewhat agree,Somewhat agree,Overweight,Somewhat agree,15.219,36.56,37.282,5,Healthy,Somewhat agree,"Family member has overweight,Physical activity frequency",Somewhat agree,Somewhat disagree,Healthy,Neither agree nor disagree,19.424,61.968,62.739,6,4,3,4,4,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I'm neutral about it,I'm neutral about it,I'm neutral about it,I'm neutral about it,I'm neutral about it,I'm neutral about it,I'm neutral about it,I'm neutral about it,I'm neutral about it,I'm neutral about it,I'm neutral about it,I'm neutral about it,the person informations like information of the family and activity frequency,Almost everything. Can't tell,Somewhat agree,Somewhat agree,60fd5bc629663dec819d54e3,63dcdcdc1a072c876749c60a,640efd182f0b194349fa8c95
2023-03-13 04:39:34,2023-03-13 04:52:40,IP Address,82.132.239.90,100,786,True,2023-03-13 04:52:41,R_sF2KVuZ0dDvECMV,,,,,53.4916,-2.3009,anonymous,EN,Based on weight and height,Comparing an individual's information with prior observations.,2.603,31.33,31.755,10,Healthy,Somewhat agree,"Frequent consumption of high caloric food,Frequency of consumption of vegetables,Number of main meals,Calories consumption monitoring,Physical activity frequency",Somewhat agree,Somewhat agree,Healthy,Somewhat agree,5.646,71.935,72.552,50,Obesity,Neither agree nor disagree,"Family member has overweight,Frequent consumption of high caloric food,Consumption of food between meals,Physical activity frequency",Somewhat agree,Neither agree nor disagree,Overweight,Somewhat agree,6.754,70.28,70.705,34,Overweight,Somewhat agree,"Family member has overweight,Frequent consumption of high caloric food,Number of main meals,Consumption of food between meals,Calories consumption monitoring,Physical activity frequency",Somewhat agree,Somewhat agree,Obesity,Neither agree nor disagree,1.183,57.693,59.444,34,Healthy,Somewhat agree,"Family member has overweight,Frequent consumption of high caloric food,Physical activity frequency",Somewhat disagree,Somewhat disagree,Healthy,Somewhat agree,1.152,63.118,63.503,31,4,4,2,4,I'm neutral about it,I disagree somewhat,I disagree somewhat,I disagree somewhat,I agree somewhat,I disagree strongly,I agree somewhat,I agree somewhat,I disagree somewhat,I'm neutral about it,I disagree strongly,I'm neutral about it,I'm neutral about it,I disagree somewhat,I'm neutral about it,I agree somewhat,The tool uses the person's lifestyle choices to predict.,The explanation was clear.,Strongly agree,Strongly agree,63f883b08dfc52203a67efca,63dcdcdc1a072c876749c60a,640efd5da65a2e4314223deb
